@relation explaining_humans

@attribute iter integer
@attribute user string
@attribute tf string
@attribute score numeric
@attribute PFdist numeric
@attribute acr numeric
@attribute class {Pareto,Not-Pareto}
@attribute scaled_acr numeric

@data
12,A1DVKS3R9SLQ1H,goldpr,-2.37307389071878,0.771848810147927,-3.31065771171535,Not-Pareto,0.327749553865761
13,A1DVKS3R9SLQ1H,goldpr,-5.55980427038227,0.94617581829842,-3.51512558068507,Not-Pareto,0.224336134360303
14,A1DVKS3R9SLQ1H,goldpr,-5.50728976075431,0,-3.6811392623575,Pareto,0.140371633762021
15,A1DVKS3R9SLQ1H,goldpr,-2.11112834362591,0.880646107072536,-3.56036919168584,Not-Pareto,0.201453338408349
16,A1DVKS3R9SLQ1H,goldpr,-4.4425793792636,0.827130313010243,-3.62338420508425,Not-Pareto,0.169582325869567
17,A1DVKS3R9SLQ1H,goldpr,-5.85809068468627,1.21502086725906,-3.77236463705772,Not-Pareto,0.0942327074311889
18,A1DVKS3R9SLQ1H,goldpr,-1.45928707643191,1.28526901773367,-3.62779728951861,Not-Pareto,0.167350326513274
19,A1DVKS3R9SLQ1H,goldpr,-0.760901082217841,1.41028350715142,-3.45915633614798,Not-Pareto,0.252643618533159
3,A1DVKS3R9SLQ1H,griewank,-0.666021031390594,0.262761913636928,-0.666021031390594,Not-Pareto,0.381027004200778
4,A1DVKS3R9SLQ1H,griewank,-0.61481421662319,0.0665500089447245,-0.640417624006892,Not-Pareto,0.450419058605795
5,A1DVKS3R9SLQ1H,griewank,-1.13898749989893,0.706633741133881,-0.806607582637571,Not-Pareto,0
6,A1DVKS3R9SLQ1H,griewank,-0.246807088433855,0.911578100757744,-0.666657459086642,Not-Pareto,0.379302115608912
7,A1DVKS3R9SLQ1H,griewank,-0.0852841950842347,0.792478904823976,-0.550382806286161,Not-Pareto,0.694437398664698
8,A1DVKS3R9SLQ1H,griewank,-0.0789229386588919,0.716771242423642,-0.471806161681616,Not-Pareto,0.90740103727919
9,A1DVKS3R9SLQ1H,griewank,-0.23264415814618,0.231956614109718,-0.437640161176554,Not-Pareto,1
10,A1DVKS3R9SLQ1H,griewank,-0.832577147319354,0.729066201208145,-0.487007284444404,Not-Pareto,0.86620194522224
11,A1DVKS3R9SLQ1H,griewank,-0.0980100736266661,0.613603489225324,-0.443785372131322,Not-Pareto,0.983344841312995
12,A1DVKS3R9SLQ1H,griewank,-1.4551569402767,0.491660402926081,-0.544922528945859,Not-Pareto,0.709236204799614
13,A1DVKS3R9SLQ1H,griewank,-1.44056935454986,0.0821310318626236,-0.626344967637132,Not-Pareto,0.48855970612973
14,A1DVKS3R9SLQ1H,griewank,-0.149285383858638,0.18132894290229,-0.586590002322258,Not-Pareto,0.596306252308401
15,A1DVKS3R9SLQ1H,griewank,-1.76618459508664,0.254344656632837,-0.677328047919518,Not-Pareto,0.350381977373881
16,A1DVKS3R9SLQ1H,griewank,-0.91983269777676,0.0405747978937713,-0.694649808623607,Not-Pareto,0.303435391587258
17,A1DVKS3R9SLQ1H,griewank,-1.1716540035646,0.0528765370344009,-0.72645008828634,Not-Pareto,0.217248162544618
18,A1DVKS3R9SLQ1H,griewank,-0.175016267093966,0.0873127103618989,-0.691985474461816,Not-Pareto,0.310656446907644
19,A1DVKS3R9SLQ1H,griewank,-0.972329664069114,0.128105868030965,-0.708476309144598,Not-Pareto,0.265961891986013
3,A1DVKS3R9SLQ1H,levy,-21.4272318662115,0,-21.4272318662115,Pareto,0
4,A1DVKS3R9SLQ1H,levy,-3.68496393868475,0,-12.5560979024481,Pareto,0.491438957675245
5,A1DVKS3R9SLQ1H,levy,-2.29931672895419,0.00944555076463827,-9.13717084461681,Not-Pareto,0.68083909034504
6,A1DVKS3R9SLQ1H,levy,-7.29690153150468,0.229990790554393,-8.67710351633878,Not-Pareto,0.706325686443458
7,A1DVKS3R9SLQ1H,levy,-1.67058556653275,0.536995900460941,-7.27579992637757,Not-Pareto,0.78395445165545
8,A1DVKS3R9SLQ1H,levy,-1.99898839301595,0.0117373960178862,-6.39633133748397,Not-Pareto,0.832674843929927
9,A1DVKS3R9SLQ1H,levy,-2.68469187661778,0.500040603181946,-5.8660971287888,Not-Pareto,0.862048512269207
10,A1DVKS3R9SLQ1H,levy,-0.603325898842581,0.408067855747681,-5.20825072504552,Not-Pareto,0.898491581699404
11,A1DVKS3R9SLQ1H,levy,-0.329238730810903,0.929300861764016,-4.66613828124168,Not-Pareto,0.928523274988446
12,A1DVKS3R9SLQ1H,levy,-0.930216163513684,0.356179600101229,-4.29254606946888,Not-Pareto,0.94921936276022
13,A1DVKS3R9SLQ1H,levy,-1.5316743357043,1.85593316237326,-4.04155773003573,Not-Pareto,0.963123498175546
14,A1DVKS3R9SLQ1H,levy,-1.42433623558796,1.80971718366559,-3.82345593883175,Not-Pareto,0.97520579987161
15,A1DVKS3R9SLQ1H,levy,-0.478634513116143,1.71632930032275,-3.56616198300748,Not-Pareto,0.989459250894097
16,A1DVKS3R9SLQ1H,levy,-1.89552876160829,0.328856259509414,-3.44683103862182,Not-Pareto,0.996069891108396
17,A1DVKS3R9SLQ1H,levy,-2.38267479118511,0.0022023503102,-3.3758872887927,Not-Pareto,1
18,A1DVKS3R9SLQ1H,levy,-4.64412200388917,0.0223689850124651,-3.45515195848623,Not-Pareto,0.99560893265576
19,A1DVKS3R9SLQ1H,levy,-5.45925498735025,0.482088621123936,-3.57304037194882,Not-Pareto,0.989078205099317
3,A1DVKS3R9SLQ1H,rastr,-7.91103284321214,0,-7.91103284321214,Pareto,1
4,A1DVKS3R9SLQ1H,rastr,-25.150335563016,9.84084809713569e-05,-16.5306842031141,Pareto,0.715730081957266
5,A1DVKS3R9SLQ1H,rastr,-34.3416199508713,0,-22.4676627856998,Pareto,0.519932787539511
6,A1DVKS3R9SLQ1H,rastr,-59.4538333687158,5.48664144434489,-31.7142054314538,Not-Pareto,0.214988444626198
7,A1DVKS3R9SLQ1H,rastr,-47.7412509393122,4.53345218514127,-34.9196145330255,Not-Pareto,0.109276352042492
8,A1DVKS3R9SLQ1H,rastr,-54.8005234165308,3.61093858421473,-38.233099346943,Not-Pareto,0
9,A1DVKS3R9SLQ1H,rastr,-30.5226920062317,9.87544998350031,-37.1316125839843,Not-Pareto,0.0363262432269659
10,A1DVKS3R9SLQ1H,rastr,-5.42964640170623,9.4574463092049,-33.1688668111995,Not-Pareto,0.167014755907893
11,A1DVKS3R9SLQ1H,rastr,-30.2410292428207,6.77272261820389,-32.8435515258241,Not-Pareto,0.177743420635787
12,A1DVKS3R9SLQ1H,rastr,-18.5842368932132,7.09502855464103,-31.417620062563,Not-Pareto,0.224769617319501
13,A1DVKS3R9SLQ1H,rastr,-17.6098052595034,3.70324827304413,-30.1623641713758,Not-Pareto,0.266167056080239
14,A1DVKS3R9SLQ1H,rastr,-29.191980190225,2.29050781038979,-30.0814988396132,Not-Pareto,0.268833936708332
15,A1DVKS3R9SLQ1H,rastr,-50.7421596750126,2.09706890109957,-31.6707804423362,Not-Pareto,0.216420569613861
16,A1DVKS3R9SLQ1H,rastr,-36.6497940678566,5.71779532453529,-32.0264242727305,Not-Pareto,0.204691691229185
17,A1DVKS3R9SLQ1H,rastr,-36.0058711404752,2.36814926177704,-32.2917207305802,Not-Pareto,0.195942404375105
18,A1DVKS3R9SLQ1H,rastr,-32.288863852288,1.98279931874297,-32.2915421756869,Not-Pareto,0.195948292987388
19,A1DVKS3R9SLQ1H,rastr,-68.4639654729262,3.01553918427157,-34.4193317814069,Not-Pareto,0.125775318284026
3,A1DVKS3R9SLQ1H,schwef,-815.299869786467,0,-815.299869786467,Pareto,0.827356214824464
4,A1DVKS3R9SLQ1H,schwef,-1012.58801926135,0,-913.943944523909,Pareto,0.475970409777884
5,A1DVKS3R9SLQ1H,schwef,-968.7944053824,0,-932.227431476739,Pareto,0.410841735814658
6,A1DVKS3R9SLQ1H,schwef,-1393.56767130332,0,-1047.56249143338,Pareto,0
7,A1DVKS3R9SLQ1H,schwef,-437.865396269546,0,-925.623072400617,Pareto,0.434367508010878
8,A1DVKS3R9SLQ1H,schwef,-628.8038840148,0,-876.153207669647,Pareto,0.610586994992788
9,A1DVKS3R9SLQ1H,schwef,-430.043496116082,0,-812.423248876281,Pareto,0.837603193743675
10,A1DVKS3R9SLQ1H,schwef,-612.29558736004,0,-787.407291186751,Pareto,0.926713993912296
11,A1DVKS3R9SLQ1H,schwef,-1093.73645577734,0,-821.443865030149,Pareto,0.805470331453871
12,A1DVKS3R9SLQ1H,schwef,-972.261003551487,0,-836.525578882283,Pareto,0.751746879969129
13,A1DVKS3R9SLQ1H,schwef,-548.557329530575,0,-810.346647123037,Pareto,0.845000377819524
14,A1DVKS3R9SLQ1H,schwef,-532.737642147689,0,-787.212563375091,Pareto,0.927407645193906
15,A1DVKS3R9SLQ1H,schwef,-522.288732047219,0,-766.833807119101,Pareto,1
16,A1DVKS3R9SLQ1H,schwef,-839.95378022422,0,-772.056662340895,Pareto,0.981395363161582
17,A1DVKS3R9SLQ1H,schwef,-895.299378741065,0,-780.27284343424,Pareto,0.952128025862532
18,A1DVKS3R9SLQ1H,schwef,-774.304197644284,0,-779.899803072368,Pareto,0.953456854666697
19,A1DVKS3R9SLQ1H,schwef,-996.449969550574,0,-792.638048159321,Pareto,0.908081209787129
3,A1DVKS3R9SLQ1H,stybtang,49.3689374719286,9.69617937501123,49.3689374719286,Not-Pareto,0.347775871457312
4,A1DVKS3R9SLQ1H,stybtang,57.2209745548615,12.5481565926283,53.2949560133951,Not-Pareto,0.690297177311039
5,A1DVKS3R9SLQ1H,stybtang,63.9445039694624,10.0921451954434,56.8448053320842,Not-Pareto,1
6,A1DVKS3R9SLQ1H,stybtang,49.5355242514494,15.8669504003765,55.0174850619255,Not-Pareto,0.840577389399197
7,A1DVKS3R9SLQ1H,stybtang,48.3533814731662,11.2755990991414,53.6846643441736,Not-Pareto,0.724296865532198
8,A1DVKS3R9SLQ1H,stybtang,27.8959223803536,13.9678702034943,49.386540683537,Not-Pareto,0.349311644904032
9,A1DVKS3R9SLQ1H,stybtang,21.3595893714828,12.0812698800435,45.3826904961006,Not-Pareto,0
10,A1DVKS3R9SLQ1H,stybtang,61.8282711432369,11.1298454829211,47.4383880769927,Not-Pareto,0.179347145819766
11,A1DVKS3R9SLQ1H,stybtang,40.4522205337483,9.07662411564754,46.6621472388544,Not-Pareto,0.111624840708899
12,A1DVKS3R9SLQ1H,stybtang,52.9771947206402,11.0930948413371,47.293651987033,Not-Pareto,0.1667197998168
13,A1DVKS3R9SLQ1H,stybtang,55.5646532144043,11.585254450978,48.0455611895213,Not-Pareto,0.232319317292214
14,A1DVKS3R9SLQ1H,stybtang,61.5936661112637,12.0295505949653,49.1745699329998,Not-Pareto,0.330818482553949
15,A1DVKS3R9SLQ1H,stybtang,57.6354024016659,10.7483481088142,49.8254031998203,Not-Pareto,0.387599737683001
16,A1DVKS3R9SLQ1H,stybtang,48.1312919255288,10.6583120371751,49.7043952516566,Not-Pareto,0.377042528137011
17,A1DVKS3R9SLQ1H,stybtang,47.6861498737169,4.49741231498046,49.569845559794,Not-Pareto,0.365303883585986
18,A1DVKS3R9SLQ1H,stybtang,56.402104071376,5.96995594487743,49.9968617167678,Not-Pareto,0.402558453365144
19,A1DVKS3R9SLQ1H,stybtang,53.2175447618762,1.08904623170926,50.1863136605977,Not-Pareto,0.419086986409949
3,A1E49NR66XOPQS,ackley,-10.1769768533558,4.13733140512256e-06,-10.1769768533558,Pareto,0.875969435483224
4,A1E49NR66XOPQS,ackley,-7.62742781331942,0,-8.90220233333761,Pareto,1
5,A1E49NR66XOPQS,ackley,-18.5362640443851,0,-12.1135562370201,Pareto,0.687547851575187
6,A1E49NR66XOPQS,ackley,-20.1963139365362,0,-14.1342456618991,Pareto,0.490942690313218
7,A1E49NR66XOPQS,ackley,-21.7382680078429,0,-15.6550501310879,Pareto,0.342974376018368
8,A1E49NR66XOPQS,ackley,-20.5813716565096,0,-16.4761037186582,Pareto,0.263089079939957
9,A1E49NR66XOPQS,ackley,-20.0502763672647,0,-16.9866998113162,Pareto,0.21341008132651
10,A1E49NR66XOPQS,ackley,-18.4866486345929,0,-17.1741934142258,Pareto,0.195167688615501
11,A1E49NR66XOPQS,ackley,-20.1922503255146,0,-17.5095330710357,Pareto,0.162540454319669
12,A1E49NR66XOPQS,ackley,-21.4793363699611,0,-17.9065134009282,Pareto,0.12391582412395
13,A1E49NR66XOPQS,ackley,-19.8519581356612,0.0179043560397607,-18.0833720131767,Not-Pareto,0.106708174322073
14,A1E49NR66XOPQS,ackley,-21.1714353681271,0.000655256993554906,-18.3407106260892,Not-Pareto,0.0816701358844594
15,A1E49NR66XOPQS,ackley,-20.85929466905,0.00870586833200804,-18.5344478601631,Not-Pareto,0.0628202623321055
16,A1E49NR66XOPQS,ackley,-20.744328018544,0.444076988640846,-18.6922964429046,Not-Pareto,0.0474622138943934
17,A1E49NR66XOPQS,ackley,-21.5004836015655,0.00111405894813958,-18.8795089201487,Not-Pareto,0.0292471736088113
18,A1E49NR66XOPQS,ackley,-21.6315548076183,0,-19.0515117881155,Pareto,0.0125119686941971
19,A1E49NR66XOPQS,ackley,-21.2376580991403,0,-19.1801086299405,Pareto,0
3,A1E49NR66XOPQS,beale,-4.67321125023137,0,-4.67321125023137,Pareto,0.999768212823411
4,A1E49NR66XOPQS,beale,-1.75642570757344,0,-3.2148184789024,Pareto,1
5,A1E49NR66XOPQS,beale,-816.932926279069,0,-274.454187745625,Pareto,0.956891031813898
6,A1E49NR66XOPQS,beale,-912.451159200687,0,-433.95343060939,Pareto,0.931541290716542
7,A1E49NR66XOPQS,beale,-26614.7072950373,59.420145722582,-5670.10420349497,Not-Pareto,0.099342566408222
8,A1E49NR66XOPQS,beale,-3408.37392804273,250.332367916678,-5293.14915758626,Not-Pareto,0.159253275998797
9,A1E49NR66XOPQS,beale,-54.6972059853877,0.000727515959510182,-4544.79887878614,Not-Pareto,0.278191055746883
10,A1E49NR66XOPQS,beale,-26.3189392236908,95.3767022448178,-3979.98888634083,Not-Pareto,0.367958172007851
11,A1E49NR66XOPQS,beale,-3.99353067214014,0.00162186712990762,-3538.21162459987,Not-Pareto,0.438171290307088
12,A1E49NR66XOPQS,beale,-6.96212150664248,2845.31209334445,-3185.08667429055,Not-Pareto,0.494294604152557
13,A1E49NR66XOPQS,beale,-2.26365839669586,4610.14289830826,-2895.7391273911,Not-Pareto,0.540281564776068
14,A1E49NR66XOPQS,beale,-249.632527159636,4422.61080177502,-2675.23024403848,Not-Pareto,0.575327769399312
15,A1E49NR66XOPQS,beale,-15760.5961944206,3839.17199940984,-3681.79685560634,Not-Pareto,0.415350815638584
16,A1E49NR66XOPQS,beale,-40268.9148493901,6285.53498768323,-6295.16242659089,Not-Pareto,0
17,A1E49NR66XOPQS,beale,-1678.06685040277,0.124225903116135,-5987.35605484502,Not-Pareto,0.0489206825799106
18,A1E49NR66XOPQS,beale,-14.5089077403991,6695.4474804452,-5614.05310815098,Not-Pareto,0.108250951988504
19,A1E49NR66XOPQS,beale,-5.12584515127976,0.415121593008828,-5284.11621032747,Not-Pareto,0.16068891211998
3,A1E49NR66XOPQS,branin,-67.8575708892799,0,-67.8575708892799,Pareto,0
4,A1E49NR66XOPQS,branin,-30.69034082039,0,-49.273955854835,Pareto,0.551607721049253
5,A1E49NR66XOPQS,branin,-24.9461545065331,0.0100558113501301,-41.1646887387343,Not-Pareto,0.792310853620655
6,A1E49NR66XOPQS,branin,-15.0767110787925,14.2156909160668,-34.6426943237489,Not-Pareto,0.985899801157392
7,A1E49NR66XOPQS,branin,-32.2675221026121,19.4387843660664,-34.1676598795215,Not-Pareto,1
8,A1E49NR66XOPQS,branin,-87.0115365570997,16.1712271856264,-42.9749726591179,Not-Pareto,0.738577143256766
9,A1E49NR66XOPQS,branin,-58.3833185388003,11.4230330787913,-45.1761649276439,Not-Pareto,0.673240304940735
10,A1E49NR66XOPQS,branin,-43.8538365252472,16.1368432664139,-45.0108738773444,Not-Pareto,0.678146552696976
11,A1E49NR66XOPQS,branin,-15.8447792571028,17.2400580998801,-41.7701966973175,Not-Pareto,0.774337877722684
12,A1E49NR66XOPQS,branin,-59.9083542228063,14.4293734764604,-43.5840124498664,Not-Pareto,0.72049933383269
13,A1E49NR66XOPQS,branin,-135.158900396913,10.9265402723051,-51.9090022632343,Not-Pareto,0.473393017316849
14,A1E49NR66XOPQS,branin,-175.287472891853,10.1596565537719,-62.1905414822858,Not-Pareto,0.168211468571484
15,A1E49NR66XOPQS,branin,-62.4390973161491,17.4171296036621,-62.2096611618138,Not-Pareto,0.167643949128575
16,A1E49NR66XOPQS,branin,-29.7106160587905,11.8814739486067,-59.8883007973121,Not-Pareto,0.236547674158577
17,A1E49NR66XOPQS,branin,-34.9932871037992,10.233558197917,-58.2286332177446,Not-Pareto,0.285810718489173
18,A1E49NR66XOPQS,branin,-11.945178557773,10.7779976171637,-55.3359173014964,Not-Pareto,0.371673691395522
19,A1E49NR66XOPQS,branin,-46.0781372237669,2.15660895182967,-54.7913420028064,Not-Pareto,0.387838035033362
3,A1E49NR66XOPQS,bukin6,-106.483840981084,0,-106.483840981084,Pareto,0.389187797315533
4,A1E49NR66XOPQS,bukin6,-135.629203074877,0,-121.056522027981,Pareto,0.02966496895209
5,A1E49NR66XOPQS,bukin6,-124.66378779833,0.000614977256219007,-122.25894395143,Not-Pareto,0
6,A1E49NR66XOPQS,bukin6,-57.8767629662568,0,-106.163398705137,Pareto,0.397093433416739
7,A1E49NR66XOPQS,bukin6,-97.7787445400783,0,-104.486467872125,Pareto,0.438465018653118
8,A1E49NR66XOPQS,bukin6,-98.7560835009339,0,-103.53140381026,Pareto,0.462027418165265
9,A1E49NR66XOPQS,bukin6,-54.598973213476,6.18863867451018,-96.541056582148,Not-Pareto,0.634486377405891
10,A1E49NR66XOPQS,bukin6,-11.9418880827725,4.59715605594474,-85.9661605197261,Not-Pareto,0.895379793639759
11,A1E49NR66XOPQS,bukin6,-104.43241555095,2.64722978110888,-88.0179666343065,Not-Pareto,0.844759654820179
12,A1E49NR66XOPQS,bukin6,-127.586525364841,4.45601708609872,-91.97482250736,Not-Pareto,0.747140005400236
13,A1E49NR66XOPQS,bukin6,-39.3093712148986,10.1530355686393,-87.1870542080453,Not-Pareto,0.865259107504994
14,A1E49NR66XOPQS,bukin6,-56.0158428357713,13.2097077959718,-84.5894532603558,Not-Pareto,0.92934455867678
15,A1E49NR66XOPQS,bukin6,-56.3612466381142,0,-82.4180527509526,Pareto,0.982915212569374
16,A1E49NR66XOPQS,bukin6,-94.8192604439556,10.5015560389616,-83.3038533004528,Not-Pareto,0.961061614189134
17,A1E49NR66XOPQS,bukin6,-80.7020255524,10.3793672055087,-83.1303981172493,Not-Pareto,0.96534092956418
18,A1E49NR66XOPQS,bukin6,-60.6528010804331,0,-81.7255483024483,Pareto,1
19,A1E49NR66XOPQS,bukin6,-135.482670358968,5.3844007829561,-84.8877319528318,Not-Pareto,0.921985720669249
3,A1E49NR66XOPQS,goldpr,-4.97888323272536,0.0502511217474323,-4.97888323272536,Not-Pareto,0
4,A1E49NR66XOPQS,goldpr,-4.21923894169023,0,-4.5990610872078,Pareto,0.160263142388447
5,A1E49NR66XOPQS,goldpr,-3.84013023216014,0,-4.34608413552524,Pareto,0.267004894303019
6,A1E49NR66XOPQS,goldpr,-3.756572760727,0,-4.19870629182568,Pareto,0.329189884379204
7,A1E49NR66XOPQS,goldpr,-5.13765183039422,0,-4.38649539953939,Pareto,0.249953660626344
8,A1E49NR66XOPQS,goldpr,-0.75250756968665,0,-3.7808307612306,Pareto,0.50550937088295
9,A1E49NR66XOPQS,goldpr,-2.27617731868682,0.557464862824806,-3.56588026943863,Not-Pareto,0.596206139565517
10,A1E49NR66XOPQS,goldpr,0.77981926214274,1.0797194164151,-3.02266782799096,Not-Pareto,0.825410607704879
11,A1E49NR66XOPQS,goldpr,0.701309183820622,1.19531486348355,-2.60889260445634,Not-Pareto,1
12,A1E49NR66XOPQS,goldpr,-3.57117667360589,0.575727858196706,-2.70512101137129,Not-Pareto,0.959397136103767
13,A1E49NR66XOPQS,goldpr,-5.28197689821736,0.762212744140701,-2.93938063744821,Not-Pareto,0.860553021159729
14,A1E49NR66XOPQS,goldpr,-5.67873311935099,1.31847627251776,-3.16766001094011,Not-Pareto,0.764232229520723
15,A1E49NR66XOPQS,goldpr,-2.02035156614374,1.63445971103816,-3.07940551518654,Not-Pareto,0.801470560635148
16,A1E49NR66XOPQS,goldpr,-2.07392556414284,1.24805521807169,-3.00758551868342,Not-Pareto,0.831774476459312
17,A1E49NR66XOPQS,goldpr,-2.63174327626621,1.15691856149236,-2.98252936918894,Not-Pareto,0.842346733241939
18,A1E49NR66XOPQS,goldpr,-2.84525039810721,1.31954330341307,-2.97394943349633,Not-Pareto,0.845966973588153
19,A1E49NR66XOPQS,goldpr,-2.48892313860005,1.47489707199533,-2.94541847497302,Not-Pareto,0.858005400315667
3,A1E49NR66XOPQS,griewank,-1.50816165936372,0.000184080519463059,-1.50816165936372,Not-Pareto,0
4,A1E49NR66XOPQS,griewank,-0.551308979000211,0,-1.02973531918197,Pareto,1
5,A1E49NR66XOPQS,griewank,-1.96685313392022,0.192025912913723,-1.34210792409472,Not-Pareto,0.34708317942093
6,A1E49NR66XOPQS,griewank,-0.463983517182309,0,-1.12257682236662,Pareto,0.805943997252787
7,A1E49NR66XOPQS,griewank,-1.84793328535457,0,-1.26764811496421,Pareto,0.502718024070628
8,A1E49NR66XOPQS,griewank,-0.320595984151786,0,-1.10980609316214,Pareto,0.832637195623987
9,A1E49NR66XOPQS,griewank,-1.9875573411818,0,-1.23519912859352,Pareto,0.570542438500574
10,A1E49NR66XOPQS,griewank,-1.283303521604,0,-1.24121217771983,Pareto,0.557974047880554
11,A1E49NR66XOPQS,griewank,-0.824896689194156,0,-1.19495490121697,Pareto,0.654660355923877
12,A1E49NR66XOPQS,griewank,-0.929792646384445,0,-1.16843867573372,Pareto,0.710084197080238
13,A1E49NR66XOPQS,griewank,-1.24768814184783,0.0185866668818285,-1.17564317265319,Not-Pareto,0.695025459058566
14,A1E49NR66XOPQS,griewank,-1.23934906357365,0,-1.18095199689656,Pareto,0.683929029373371
15,A1E49NR66XOPQS,griewank,-0.880819402130833,0,-1.15786487422227,Pareto,0.732185408120235
16,A1E49NR66XOPQS,griewank,-1.78005726751414,0,-1.20230718802883,Pareto,0.639292709550005
17,A1E49NR66XOPQS,griewank,-0.0672014873903528,0,-1.12663347465293,Pareto,0.797464839761628
18,A1E49NR66XOPQS,griewank,-0.97333832997839,0,-1.11705252811078,Pareto,0.817490799324221
19,A1E49NR66XOPQS,griewank,-0.350295837924055,0.836515776257038,-1.07194919339391,Not-Pareto,0.911765154493986
3,A1E49NR66XOPQS,levy,-8.78184781125977,0,-8.78184781125977,Pareto,0.71053612352619
4,A1E49NR66XOPQS,levy,-2.42547486648586,0,-5.60366133887281,Pareto,1
5,A1E49NR66XOPQS,levy,-10.6298314176735,0.0123009795602069,-7.27905136513971,Not-Pareto,0.847408295321154
6,A1E49NR66XOPQS,levy,-11.6263283120997,0,-8.36587060187971,Pareto,0.748422627857535
7,A1E49NR66XOPQS,levy,-6.57502622578759,0,-8.00770172666128,Pareto,0.781044046378369
8,A1E49NR66XOPQS,levy,-10.7719408597298,0,-8.46840824883937,Pareto,0.739083671496313
9,A1E49NR66XOPQS,levy,-39.0082056507482,0.00828391953003348,-12.8312364491121,Not-Pareto,0.341724619655749
10,A1E49NR66XOPQS,levy,-16.7993604524816,0.718485067810071,-13.3272519495333,Not-Pareto,0.296548362444138
11,A1E49NR66XOPQS,levy,-16.1958430644019,0.866888335914243,-13.6459842956298,Not-Pareto,0.267518756642123
12,A1E49NR66XOPQS,levy,-10.4645930186986,0.794543785037372,-13.3278451679367,Not-Pareto,0.296494333110071
13,A1E49NR66XOPQS,levy,-8.52451126759795,0.00393754025375261,-12.891178449724,Not-Pareto,0.336265203094924
14,A1E49NR66XOPQS,levy,-7.07332398761407,0.0381918269376143,-12.4063572445482,Not-Pareto,0.380421902730455
15,A1E49NR66XOPQS,levy,-12.536530924767,0.168186220555516,-12.416370604565,Not-Pareto,0.379509902748018
16,A1E49NR66XOPQS,levy,-37.5954338572697,0.881404818803528,-14.2148751226154,Not-Pareto,0.2157051373028
17,A1E49NR66XOPQS,levy,-38.1994499890929,0.00692744423963445,-15.8138467803805,Not-Pareto,0.0700734890500013
18,A1E49NR66XOPQS,levy,-6.81474789126046,0,-15.2514030998105,Pareto,0.121299913141384
19,A1E49NR66XOPQS,levy,-37.8923409316619,0.00426078024645747,-16.5832229722724,Not-Pareto,0
3,A1E49NR66XOPQS,rastr,-29.7811495502708,0,-29.7811495502708,Pareto,0.857460257919456
4,A1E49NR66XOPQS,rastr,-28.635544823469,0.103470927650525,-29.2083471868699,Not-Pareto,0.919621701277236
5,A1E49NR66XOPQS,rastr,-26.9863486140787,0.403237555804276,-28.4676809959395,Not-Pareto,1
6,A1E49NR66XOPQS,rastr,-56.4105524213046,0,-35.4533988522808,Pareto,0.241898545491039
7,A1E49NR66XOPQS,rastr,-30.9268928827642,0,-34.5480976583775,Pareto,0.340143302290629
8,A1E49NR66XOPQS,rastr,-45.925869079796,0,-36.4443928952806,Pareto,0.134354261445002
9,A1E49NR66XOPQS,rastr,-45.1106824844738,0,-37.6824342651653,Pareto,0
10,A1E49NR66XOPQS,rastr,-16.8371519851301,0.00197880928836047,-35.0767739801609,Not-Pareto,0.282770488679977
11,A1E49NR66XOPQS,rastr,-19.2528916717269,0.564630497097943,-33.3185648347793,Not-Pareto,0.473574202465065
12,A1E49NR66XOPQS,rastr,-29.5674956593865,0.677443863448498,-32.9434579172401,Not-Pareto,0.514281414756035
13,A1E49NR66XOPQS,rastr,-58.78241330342,0.516755629613698,-35.2924538614382,Not-Pareto,0.259364557454706
14,A1E49NR66XOPQS,rastr,-50.6122706058824,4.61027081929688,-36.5691052568086,Not-Pareto,0.12082027329748
15,A1E49NR66XOPQS,rastr,-32.5773623808319,5.59049394741309,-36.2620481125027,Not-Pareto,0.154142613607054
16,A1E49NR66XOPQS,rastr,-39.2408861618148,5.80048318546669,-36.4748222588821,Not-Pareto,0.131052017455116
17,A1E49NR66XOPQS,rastr,-23.1825850551709,3.25487764820838,-35.588673111968,Not-Pareto,0.227218362990761
18,A1E49NR66XOPQS,rastr,-18.2427523667422,3.54532328040151,-34.5045530653914,Not-Pareto,0.344868832287342
19,A1E49NR66XOPQS,rastr,-33.2935226681786,2.74153492792203,-34.4333159832024,Not-Pareto,0.352599596216409
3,A1E49NR66XOPQS,schwef,-696.959932300263,0,-696.959932300263,Pareto,0.951411472401525
4,A1E49NR66XOPQS,schwef,-690.651876578905,0,-693.805904439584,Pareto,1
5,A1E49NR66XOPQS,schwef,-749.84527728414,0,-712.485695387769,Pareto,0.712233506452205
6,A1E49NR66XOPQS,schwef,-725.97898092803,0.796430286194891,-715.859016772835,Not-Pareto,0.660266711465974
7,A1E49NR66XOPQS,schwef,-718.588527075185,0,-716.404918833305,Pareto,0.65185696415147
8,A1E49NR66XOPQS,schwef,-667.268986589228,0,-708.215596792625,Pareto,0.778015361465277
9,A1E49NR66XOPQS,schwef,-843.300689158278,0,-727.513467130576,Pareto,0.480727212176245
10,A1E49NR66XOPQS,schwef,-597.341566707056,0,-711.241979577636,Pareto,0.731393235736376
11,A1E49NR66XOPQS,schwef,-962.833255579095,0,-739.19656580002,Pareto,0.300746379028564
12,A1E49NR66XOPQS,schwef,-409.017423827219,0,-706.17865160274,Pareto,0.809394972536313
13,A1E49NR66XOPQS,schwef,-790.605173884257,0,-713.853789991969,Pareto,0.69115769312088
